year,temp_c
1999,27.2
2000,26.03333333
2001,26.7
2002,26.98333333
2003,26.20833333
2004,27.15
2005,27.00833333
2006,26.325
2007,26.49166667
2008,25.71666667
2009,26.925
2010,25.81666667
2011,25.86666667
2012,26.20833333
2013,26.6
2014,27.025
2015,26.43333333
2016,27.28333333
2017,27.31666667
2018,26.98333333
2019,27.8
2020,26.90833333
2021,26.34166667
2022,25.71666667
2023,27.19166667
2024,26.925
2025,26.03333333
