Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,9021,1954,1,31,Y
IDCJAC0002,9021,1954,2,31.9,Y
IDCJAC0002,9021,1954,3,27.9,Y
IDCJAC0002,9021,1954,4,24.2,Y
IDCJAC0002,9021,1954,5,20.8,Y
IDCJAC0002,9021,1954,6,18.3,Y
IDCJAC0002,9021,1954,7,17.8,Y
IDCJAC0002,9021,1954,8,18.3,Y
IDCJAC0002,9021,1954,9,21.4,Y
IDCJAC0002,9021,1954,10,23.9,Y
IDCJAC0002,9021,1954,11,22.3,Y
IDCJAC0002,9021,1954,12,27.9,Y
IDCJAC0002,9021,1955,1,31.9,Y
IDCJAC0002,9021,1955,2,32,Y
IDCJAC0002,9021,1955,3,29.7,Y
IDCJAC0002,9021,1955,4,23.8,Y
IDCJAC0002,9021,1955,5,19.8,Y
IDCJAC0002,9021,1955,6,17,Y
IDCJAC0002,9021,1955,7,17.6,Y
IDCJAC0002,9021,1955,8,17.3,Y
IDCJAC0002,9021,1955,9,19.2,Y
IDCJAC0002,9021,1955,10,19.7,Y
IDCJAC0002,9021,1955,11,24.6,Y
IDCJAC0002,9021,1955,12,28.5,Y
IDCJAC0002,9021,1956,1,33.8,Y
IDCJAC0002,9021,1956,2,31.4,Y
IDCJAC0002,9021,1956,3,30.1,Y
IDCJAC0002,9021,1956,4,24.3,Y
IDCJAC0002,9021,1956,5,19.4,Y
IDCJAC0002,9021,1956,6,16.9,Y
IDCJAC0002,9021,1956,7,16.7,Y
IDCJAC0002,9021,1956,8,17.5,Y
IDCJAC0002,9021,1956,9,20.6,Y
IDCJAC0002,9021,1956,10,21,Y
IDCJAC0002,9021,1956,11,25.9,Y
IDCJAC0002,9021,1956,12,27.1,Y
IDCJAC0002,9021,1957,1,31.5,Y
IDCJAC0002,9021,1957,2,31.1,Y
IDCJAC0002,9021,1957,3,29,Y
IDCJAC0002,9021,1957,4,24.4,Y
IDCJAC0002,9021,1957,5,22.3,Y
IDCJAC0002,9021,1957,6,18.5,Y
IDCJAC0002,9021,1957,7,16.8,Y
IDCJAC0002,9021,1957,8,18.6,Y
IDCJAC0002,9021,1957,9,19.8,Y
IDCJAC0002,9021,1957,10,23,Y
IDCJAC0002,9021,1957,11,27,Y
IDCJAC0002,9021,1957,12,29.6,Y
IDCJAC0002,9021,1958,1,33.1,Y
IDCJAC0002,9021,1958,2,31.5,Y
IDCJAC0002,9021,1958,3,30.1,Y
IDCJAC0002,9021,1958,4,25.3,Y
IDCJAC0002,9021,1958,5,21.9,Y
IDCJAC0002,9021,1958,6,18.8,Y
IDCJAC0002,9021,1958,7,16.8,Y
IDCJAC0002,9021,1958,8,18.3,Y
IDCJAC0002,9021,1958,9,19.4,Y
IDCJAC0002,9021,1958,10,21.3,Y
IDCJAC0002,9021,1958,11,27.2,Y
IDCJAC0002,9021,1958,12,31.3,Y
IDCJAC0002,9021,1959,1,30.1,Y
IDCJAC0002,9021,1959,2,31.8,Y
IDCJAC0002,9021,1959,3,30.4,Y
IDCJAC0002,9021,1959,4,24.6,Y
IDCJAC0002,9021,1959,5,22.6,Y
IDCJAC0002,9021,1959,6,19.7,Y
IDCJAC0002,9021,1959,7,19.7,Y
IDCJAC0002,9021,1959,8,20.2,Y
IDCJAC0002,9021,1959,9,21,Y
IDCJAC0002,9021,1959,10,22.3,Y
IDCJAC0002,9021,1959,11,26.4,Y
IDCJAC0002,9021,1959,12,27.8,Y
IDCJAC0002,9021,1960,1,28.2,Y
IDCJAC0002,9021,1960,2,31.2,Y
IDCJAC0002,9021,1960,3,26.6,Y
IDCJAC0002,9021,1960,4,23.6,Y
IDCJAC0002,9021,1960,5,19.9,Y
IDCJAC0002,9021,1960,6,18.2,Y
IDCJAC0002,9021,1960,7,16.4,Y
IDCJAC0002,9021,1960,8,17.7,Y
IDCJAC0002,9021,1960,9,19.7,Y
IDCJAC0002,9021,1960,10,23.7,Y
IDCJAC0002,9021,1960,11,26.7,Y
IDCJAC0002,9021,1960,12,30.2,Y
IDCJAC0002,9021,1961,1,34.3,Y
IDCJAC0002,9021,1961,2,32.6,Y
IDCJAC0002,9021,1961,3,29.6,Y
IDCJAC0002,9021,1961,4,22.8,Y
IDCJAC0002,9021,1961,5,23,Y
IDCJAC0002,9021,1961,6,19.2,Y
IDCJAC0002,9021,1961,7,17.6,Y
IDCJAC0002,9021,1961,8,18.3,Y
IDCJAC0002,9021,1961,9,21.8,Y
IDCJAC0002,9021,1961,10,23.8,Y
IDCJAC0002,9021,1961,11,27.5,Y
IDCJAC0002,9021,1961,12,29.6,Y
IDCJAC0002,9021,1962,1,35.6,Y
IDCJAC0002,9021,1962,2,32.6,Y
IDCJAC0002,9021,1962,3,28.1,Y
IDCJAC0002,9021,1962,4,27.2,Y
IDCJAC0002,9021,1962,5,23.7,Y
IDCJAC0002,9021,1962,6,19.5,Y
IDCJAC0002,9021,1962,7,17.9,Y
IDCJAC0002,9021,1962,8,19.3,Y
IDCJAC0002,9021,1962,9,19.9,Y
IDCJAC0002,9021,1962,10,20.4,Y
IDCJAC0002,9021,1962,11,25.1,Y
IDCJAC0002,9021,1962,12,30.3,Y
IDCJAC0002,9021,1963,1,31.5,Y
IDCJAC0002,9021,1963,2,31.2,Y
IDCJAC0002,9021,1963,3,30.5,Y
IDCJAC0002,9021,1963,4,25.5,Y
IDCJAC0002,9021,1963,5,20.4,Y
IDCJAC0002,9021,1963,6,17.6,Y
IDCJAC0002,9021,1963,7,17,Y
IDCJAC0002,9021,1963,8,18,Y
IDCJAC0002,9021,1963,9,20,Y
IDCJAC0002,9021,1963,10,23.6,Y
IDCJAC0002,9021,1963,11,26.7,Y
IDCJAC0002,9021,1963,12,28.7,Y
IDCJAC0002,9021,1964,1,30.6,Y
IDCJAC0002,9021,1964,2,30.4,Y
IDCJAC0002,9021,1964,3,29.2,Y
IDCJAC0002,9021,1964,4,22.7,Y
IDCJAC0002,9021,1964,5,21.4,Y
IDCJAC0002,9021,1964,6,19.2,Y
IDCJAC0002,9021,1964,7,17.4,Y
IDCJAC0002,9021,1964,8,18.5,Y
IDCJAC0002,9021,1964,9,18.2,Y
IDCJAC0002,9021,1964,10,20,Y
IDCJAC0002,9021,1964,11,24.2,Y
IDCJAC0002,9021,1964,12,27.4,Y
IDCJAC0002,9021,1965,1,32.1,Y
IDCJAC0002,9021,1965,2,30.7,Y
IDCJAC0002,9021,1965,3,29.2,Y
IDCJAC0002,9021,1965,4,25.9,Y
IDCJAC0002,9021,1965,5,20.5,Y
IDCJAC0002,9021,1965,6,18.1,Y
IDCJAC0002,9021,1965,7,17.2,Y
IDCJAC0002,9021,1965,8,17.5,Y
IDCJAC0002,9021,1965,9,19.1,Y
IDCJAC0002,9021,1965,10,22.2,Y
IDCJAC0002,9021,1965,11,23.5,Y
IDCJAC0002,9021,1965,12,29.8,Y
IDCJAC0002,9021,1966,1,31.1,Y
IDCJAC0002,9021,1966,2,29.5,Y
IDCJAC0002,9021,1966,3,28.6,Y
IDCJAC0002,9021,1966,4,23.1,Y
IDCJAC0002,9021,1966,5,21.4,Y
IDCJAC0002,9021,1966,6,17.4,Y
IDCJAC0002,9021,1966,7,17.1,Y
IDCJAC0002,9021,1966,8,18.1,Y
IDCJAC0002,9021,1966,9,18.1,Y
IDCJAC0002,9021,1966,10,22.1,Y
IDCJAC0002,9021,1966,11,25.8,Y
IDCJAC0002,9021,1966,12,28.8,Y
IDCJAC0002,9021,1967,1,31.6,Y
IDCJAC0002,9021,1967,2,33.1,Y
IDCJAC0002,9021,1967,3,28.5,Y
IDCJAC0002,9021,1967,4,25.1,Y
IDCJAC0002,9021,1967,5,20.6,Y
IDCJAC0002,9021,1967,6,19.5,Y
IDCJAC0002,9021,1967,7,16.9,Y
IDCJAC0002,9021,1967,8,17.3,Y
IDCJAC0002,9021,1967,9,21,Y
IDCJAC0002,9021,1967,10,23.6,Y
IDCJAC0002,9021,1967,11,25.3,Y
IDCJAC0002,9021,1967,12,28.4,Y
IDCJAC0002,9021,1968,1,30.5,Y
IDCJAC0002,9021,1968,2,29.1,Y
IDCJAC0002,9021,1968,3,26.1,Y
IDCJAC0002,9021,1968,4,21.2,Y
IDCJAC0002,9021,1968,5,19.7,Y
IDCJAC0002,9021,1968,6,17.4,Y
IDCJAC0002,9021,1968,7,17.4,Y
IDCJAC0002,9021,1968,8,16.3,Y
IDCJAC0002,9021,1968,9,18.3,Y
IDCJAC0002,9021,1968,10,21.4,Y
IDCJAC0002,9021,1968,11,23.7,Y
IDCJAC0002,9021,1968,12,28.2,Y
IDCJAC0002,9021,1969,1,28.7,Y
IDCJAC0002,9021,1969,2,31.6,Y
IDCJAC0002,9021,1969,3,28.1,Y
IDCJAC0002,9021,1969,4,25,Y
IDCJAC0002,9021,1969,5,20.9,Y
IDCJAC0002,9021,1969,6,19.2,Y
IDCJAC0002,9021,1969,7,18.1,Y
IDCJAC0002,9021,1969,8,18.2,Y
IDCJAC0002,9021,1969,9,20,Y
IDCJAC0002,9021,1969,10,26.6,Y
IDCJAC0002,9021,1969,11,27.4,Y
IDCJAC0002,9021,1969,12,29.4,Y
IDCJAC0002,9021,1970,1,29.3,Y
IDCJAC0002,9021,1970,2,32.3,Y
IDCJAC0002,9021,1970,3,29.9,Y
IDCJAC0002,9021,1970,4,23.8,Y
IDCJAC0002,9021,1970,5,20.9,Y
IDCJAC0002,9021,1970,6,18.3,Y
IDCJAC0002,9021,1970,7,18.6,Y
IDCJAC0002,9021,1970,8,18.2,Y
IDCJAC0002,9021,1970,9,19.1,Y
IDCJAC0002,9021,1970,10,22.6,Y
IDCJAC0002,9021,1970,11,25,Y
IDCJAC0002,9021,1970,12,30,Y
IDCJAC0002,9021,1971,1,29.4,Y
IDCJAC0002,9021,1971,2,29.6,Y
IDCJAC0002,9021,1971,3,28.4,Y
IDCJAC0002,9021,1971,4,24.2,Y
IDCJAC0002,9021,1971,5,21.2,Y
IDCJAC0002,9021,1971,6,19.4,Y
IDCJAC0002,9021,1971,7,18.3,Y
IDCJAC0002,9021,1971,8,17.7,Y
IDCJAC0002,9021,1971,9,18.2,Y
IDCJAC0002,9021,1971,10,20.1,Y
IDCJAC0002,9021,1971,11,22.1,Y
IDCJAC0002,9021,1971,12,28.1,Y
IDCJAC0002,9021,1972,1,32.7,Y
IDCJAC0002,9021,1972,2,34.9,Y
IDCJAC0002,9021,1972,3,31,Y
IDCJAC0002,9021,1972,4,26.3,Y
IDCJAC0002,9021,1972,5,24.4,Y
IDCJAC0002,9021,1972,6,19.5,Y
IDCJAC0002,9021,1972,7,17.5,Y
IDCJAC0002,9021,1972,8,17.5,Y
IDCJAC0002,9021,1972,9,20.5,Y
IDCJAC0002,9021,1972,10,22.9,Y
IDCJAC0002,9021,1972,11,28.1,Y
IDCJAC0002,9021,1972,12,31.6,Y
IDCJAC0002,9021,1973,1,32.2,Y
IDCJAC0002,9021,1973,2,30.2,Y
IDCJAC0002,9021,1973,3,29.6,Y
IDCJAC0002,9021,1973,4,25.2,Y
IDCJAC0002,9021,1973,5,20.9,Y
IDCJAC0002,9021,1973,6,17,Y
IDCJAC0002,9021,1973,7,17.7,Y
IDCJAC0002,9021,1973,8,17.7,Y
IDCJAC0002,9021,1973,9,18.7,Y
IDCJAC0002,9021,1973,10,22,Y
IDCJAC0002,9021,1973,11,26.1,Y
IDCJAC0002,9021,1973,12,28.7,Y
IDCJAC0002,9021,1974,1,34.2,Y
IDCJAC0002,9021,1974,2,31.1,Y
IDCJAC0002,9021,1974,3,30.8,Y
IDCJAC0002,9021,1974,4,23.8,Y
IDCJAC0002,9021,1974,5,20.6,Y
IDCJAC0002,9021,1974,6,18.6,Y
IDCJAC0002,9021,1974,7,17.2,Y
IDCJAC0002,9021,1974,8,18.2,Y
IDCJAC0002,9021,1974,9,21.2,Y
IDCJAC0002,9021,1974,10,21,Y
IDCJAC0002,9021,1974,11,24.7,Y
IDCJAC0002,9021,1974,12,29.5,Y
IDCJAC0002,9021,1975,1,30.2,Y
IDCJAC0002,9021,1975,2,34.5,Y
