Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,9225,2024,9,11,25.1,1,Y
IDCJAC0010,9225,2024,6,6,25,1,N
IDCJAC0010,9225,2024,12,27,25,1,Y
IDCJAC0010,9225,2024,5,1,24.9,1,Y
IDCJAC0010,9225,2024,5,20,24.9,1,Y
IDCJAC0010,9225,2024,12,4,24.8,1,Y
IDCJAC0010,9225,2024,12,16,24.8,1,Y
IDCJAC0010,9225,2024,9,22,24.6,1,Y
IDCJAC0010,9225,2024,11,15,24.5,1,N
IDCJAC0010,9225,2024,9,15,24.3,1,Y
IDCJAC0010,9225,2024,9,30,24.3,1,Y
IDCJAC0010,9225,2024,10,19,24.3,1,Y
IDCJAC0010,9225,2024,11,10,24.2,1,N
IDCJAC0010,9225,2024,2,25,24.1,1,Y
IDCJAC0010,9225,2024,9,18,24.1,1,Y
IDCJAC0010,9225,2024,11,12,24.1,1,N
IDCJAC0010,9225,2024,5,25,24,1,Y
IDCJAC0010,9225,2024,9,16,24,1,Y
IDCJAC0010,9225,2024,10,9,23.9,1,Y
IDCJAC0010,9225,2024,12,1,23.9,1,Y
IDCJAC0010,9225,2024,6,5,23.8,1,N
IDCJAC0010,9225,2024,4,27,23.6,1,Y
IDCJAC0010,9225,2024,4,24,23.5,1,Y
IDCJAC0010,9225,2024,7,17,23.5,1,N
IDCJAC0010,9225,2024,10,6,23.5,1,Y
IDCJAC0010,9225,2024,10,25,23.5,1,Y
IDCJAC0010,9225,2024,11,25,23.5,1,N
IDCJAC0010,9225,2024,11,8,23.4,1,N
IDCJAC0010,9225,2024,12,26,23.4,1,Y
IDCJAC0010,9225,2024,4,22,23.3,1,Y
IDCJAC0010,9225,2024,9,25,23.3,1,Y
IDCJAC0010,9225,2024,11,26,23.3,1,N
IDCJAC0010,9225,2024,11,9,23.2,1,N
IDCJAC0010,9225,2024,11,22,23.2,1,N
IDCJAC0010,9225,2024,12,3,23.2,1,Y
IDCJAC0010,9225,2024,7,31,23.1,1,N
IDCJAC0010,9225,2024,10,23,23.1,1,Y
IDCJAC0010,9225,2024,11,2,23,1,N
IDCJAC0010,9225,2024,11,21,23,1,N
IDCJAC0010,9225,2024,12,25,22.9,1,Y
IDCJAC0010,9225,2024,4,25,22.8,1,Y
IDCJAC0010,9225,2024,7,16,22.8,1,N
IDCJAC0010,9225,2024,6,15,22.7,1,N
IDCJAC0010,9225,2024,10,18,22.7,1,Y
IDCJAC0010,9225,2024,10,5,22.6,1,Y
IDCJAC0010,9225,2024,10,20,22.6,1,Y
IDCJAC0010,9225,2024,9,23,22.5,1,Y
IDCJAC0010,9225,2024,10,14,22.5,1,Y
IDCJAC0010,9225,2024,10,26,22.5,1,Y
IDCJAC0010,9225,2024,4,23,22.4,1,Y
IDCJAC0010,9225,2024,8,9,22.4,1,N
IDCJAC0010,9225,2024,11,3,22.4,1,N
IDCJAC0010,9225,2024,11,16,22.4,1,N
IDCJAC0010,9225,2024,9,19,22.3,1,Y
IDCJAC0010,9225,2024,5,4,22.2,1,Y
IDCJAC0010,9225,2024,7,15,22.2,1,N
IDCJAC0010,9225,2024,9,10,22.2,1,Y
IDCJAC0010,9225,2024,10,12,22.2,1,Y
IDCJAC0010,9225,2024,11,5,22.2,1,N
IDCJAC0010,9225,2024,5,6,22.1,1,Y
IDCJAC0010,9225,2024,6,16,22,1,N
IDCJAC0010,9225,2024,5,27,21.9,1,Y
IDCJAC0010,9225,2024,10,15,21.9,1,Y
IDCJAC0010,9225,2024,10,16,21.9,1,Y
IDCJAC0010,9225,2024,11,4,21.9,1,N
IDCJAC0010,9225,2024,10,8,21.8,1,Y
IDCJAC0010,9225,2024,9,3,21.7,1,Y
IDCJAC0010,9225,2024,9,24,21.7,1,Y
IDCJAC0010,9225,2024,12,2,21.7,1,Y
IDCJAC0010,9225,2024,5,3,21.6,1,Y
IDCJAC0010,9225,2024,5,31,21.6,1,Y
IDCJAC0010,9225,2024,8,22,21.6,1,N
IDCJAC0010,9225,2024,11,7,21.6,1,N
IDCJAC0010,9225,2024,6,3,21.5,1,N
IDCJAC0010,9225,2024,6,4,21.5,1,N
IDCJAC0010,9225,2024,7,9,21.5,1,N
IDCJAC0010,9225,2024,8,11,21.5,1,N
IDCJAC0010,9225,2024,7,30,21.4,1,N
IDCJAC0010,9225,2024,8,28,21.4,1,N
IDCJAC0010,9225,2024,9,9,21.3,1,Y
IDCJAC0010,9225,2024,9,20,21.3,1,Y
IDCJAC0010,9225,2024,10,17,21.3,1,Y
IDCJAC0010,9225,2024,6,14,21.2,1,N
IDCJAC0010,9225,2024,10,22,21.2,1,Y
IDCJAC0010,9225,2024,8,6,21.1,1,N
IDCJAC0010,9225,2024,8,16,21.1,1,N
IDCJAC0010,9225,2024,5,5,21,1,Y
IDCJAC0010,9225,2024,8,13,20.9,1,N
IDCJAC0010,9225,2024,9,29,20.9,1,Y
IDCJAC0010,9225,2024,6,12,20.8,1,N
IDCJAC0010,9225,2024,11,6,20.8,1,N
IDCJAC0010,9225,2024,7,8,20.7,1,N
IDCJAC0010,9225,2024,8,5,20.7,1,N
IDCJAC0010,9225,2024,9,4,20.7,1,Y
IDCJAC0010,9225,2024,6,13,20.6,1,N
IDCJAC0010,9225,2024,7,22,20.6,1,N
IDCJAC0010,9225,2024,8,25,20.6,1,N
IDCJAC0010,9225,2024,8,26,20.6,1,N
IDCJAC0010,9225,2024,6,17,20.5,1,N
IDCJAC0010,9225,2024,6,21,20.5,1,N
IDCJAC0010,9225,2024,8,12,20.5,1,N
IDCJAC0010,9225,2024,10,4,20.5,1,Y
IDCJAC0010,9225,2024,6,8,20.4,1,N
IDCJAC0010,9225,2024,6,9,20.4,1,N
IDCJAC0010,9225,2024,7,27,20.4,1,N
IDCJAC0010,9225,2024,7,28,20.4,1,N
IDCJAC0010,9225,2024,8,8,20.4,1,N
IDCJAC0010,9225,2024,8,21,20.4,1,N
IDCJAC0010,9225,2024,6,2,20.3,1,N
IDCJAC0010,9225,2024,7,1,20.3,1,N
IDCJAC0010,9225,2024,6,7,20.2,1,Y
IDCJAC0010,9225,2024,7,21,20.2,1,N
IDCJAC0010,9225,2024,8,4,20.2,1,Y
IDCJAC0010,9225,2024,9,8,20.2,1,Y
IDCJAC0010,9225,2024,6,10,20.1,1,N
IDCJAC0010,9225,2024,7,20,20.1,1,N
IDCJAC0010,9225,2024,4,30,20,1,Y
IDCJAC0010,9225,2024,8,23,20,1,N
IDCJAC0010,9225,2024,6,28,19.9,1,N
IDCJAC0010,9225,2024,7,7,19.9,1,N
IDCJAC0010,9225,2024,7,29,19.9,1,N
IDCJAC0010,9225,2024,9,7,19.9,1,Y
IDCJAC0010,9225,2024,5,30,19.8,1,Y
IDCJAC0010,9225,2024,7,13,19.8,1,N
IDCJAC0010,9225,2024,8,7,19.8,1,N
IDCJAC0010,9225,2024,8,27,19.8,1,N
IDCJAC0010,9225,2024,9,21,19.8,1,Y
IDCJAC0010,9225,2024,10,21,19.7,1,Y
IDCJAC0010,9225,2024,6,26,19.4,1,N
IDCJAC0010,9225,2024,8,14,19.4,1,N
IDCJAC0010,9225,2024,8,31,19.4,1,N
IDCJAC0010,9225,2024,6,30,19.3,1,N
IDCJAC0010,9225,2024,7,26,19.3,1,N
IDCJAC0010,9225,2024,8,3,19.3,1,N
IDCJAC0010,9225,2024,8,29,19.3,1,N
IDCJAC0010,9225,2024,6,22,19.2,1,N
IDCJAC0010,9225,2024,9,1,19.2,1,Y
IDCJAC0010,9225,2024,6,18,19.1,1,N
IDCJAC0010,9225,2024,8,20,19.1,1,N
IDCJAC0010,9225,2024,6,20,19,1,N
IDCJAC0010,9225,2024,8,24,18.9,1,N
IDCJAC0010,9225,2024,6,19,18.5,1,N
IDCJAC0010,9225,2024,7,25,18.5,1,N
IDCJAC0010,9225,2024,9,6,18.5,1,Y
IDCJAC0010,9225,2024,9,28,18.5,1,Y
IDCJAC0010,9225,2024,6,29,18.4,1,N
IDCJAC0010,9225,2024,7,11,18.4,1,N
IDCJAC0010,9225,2024,8,30,18.4,1,N
IDCJAC0010,9225,2024,7,19,18.2,1,N
IDCJAC0010,9225,2024,6,23,18.1,1,N
IDCJAC0010,9225,2024,7,2,18.1,1,N
IDCJAC0010,9225,2024,7,10,18.1,1,N
IDCJAC0010,9225,2024,10,3,18.1,1,Y
IDCJAC0010,9225,2024,8,15,18,1,N
IDCJAC0010,9225,2024,10,2,18,1,Y
IDCJAC0010,9225,2024,6,11,17.9,1,N
IDCJAC0010,9225,2024,7,4,17.9,1,N
IDCJAC0010,9225,2024,6,24,17.8,1,N
IDCJAC0010,9225,2024,7,14,17.7,1,N
IDCJAC0010,9225,2024,8,18,17.7,1,N
IDCJAC0010,9225,2024,7,12,17.6,1,N
IDCJAC0010,9225,2024,9,27,17.5,1,Y
IDCJAC0010,9225,2024,5,28,17.4,1,Y
IDCJAC0010,9225,2024,6,27,17.4,1,N
IDCJAC0010,9225,2024,8,2,17.3,1,N
IDCJAC0010,9225,2024,8,19,17.3,1,N
IDCJAC0010,9225,2024,7,5,17.2,1,N
IDCJAC0010,9225,2024,6,25,17,1,N
IDCJAC0010,9225,2024,7,6,16.9,1,N
IDCJAC0010,9225,2024,8,1,16.9,1,N
IDCJAC0010,9225,2024,7,18,16.6,1,N
IDCJAC0010,9225,2024,8,17,16.4,1,N
IDCJAC0010,9225,2024,7,23,16.3,1,N
IDCJAC0010,9225,2024,7,24,16,1,N
IDCJAC0010,9225,2024,5,29,15.4,1,Y
IDCJAC0010,9225,2024,9,5,15.3,1,Y
IDCJAC0010,9225,2024,7,3,,,
