Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,40913,2024,4,29,26,1,Y
IDCJAC0010,40913,2024,3,23,25.9,1,Y
IDCJAC0010,40913,2024,4,22,25.9,1,Y
IDCJAC0010,40913,2024,5,1,25.9,1,Y
IDCJAC0010,40913,2024,8,22,25.9,1,Y
IDCJAC0010,40913,2024,4,1,25.8,1,Y
IDCJAC0010,40913,2024,5,31,25.8,1,Y
IDCJAC0010,40913,2024,4,20,25.7,1,Y
IDCJAC0010,40913,2024,9,25,25.7,1,Y
IDCJAC0010,40913,2024,5,12,25.6,1,Y
IDCJAC0010,40913,2024,5,15,25.6,1,Y
IDCJAC0010,40913,2024,8,15,25.6,1,Y
IDCJAC0010,40913,2024,8,23,25.6,1,Y
IDCJAC0010,40913,2024,10,9,25.6,1,Y
IDCJAC0010,40913,2024,10,26,25.6,1,Y
IDCJAC0010,40913,2024,4,27,25.5,1,Y
IDCJAC0010,40913,2024,9,18,25.4,1,Y
IDCJAC0010,40913,2024,5,11,25.3,1,Y
IDCJAC0010,40913,2024,5,18,25.3,1,Y
IDCJAC0010,40913,2024,6,27,25.1,1,N
IDCJAC0010,40913,2024,8,18,25.1,1,Y
IDCJAC0010,40913,2024,10,11,25.1,1,Y
IDCJAC0010,40913,2024,9,6,25,1,Y
IDCJAC0010,40913,2024,8,21,24.9,1,Y
IDCJAC0010,40913,2024,9,3,24.9,1,Y
IDCJAC0010,40913,2024,10,16,24.9,1,Y
IDCJAC0010,40913,2024,11,19,24.9,1,N
IDCJAC0010,40913,2024,5,10,24.8,1,Y
IDCJAC0010,40913,2024,9,17,24.8,1,Y
IDCJAC0010,40913,2024,7,26,24.7,1,Y
IDCJAC0010,40913,2024,5,9,24.6,1,Y
IDCJAC0010,40913,2024,6,26,24.6,1,N
IDCJAC0010,40913,2024,10,2,24.6,1,Y
IDCJAC0010,40913,2024,6,12,24.5,1,N
IDCJAC0010,40913,2024,10,14,24.5,1,Y
IDCJAC0010,40913,2024,5,27,24.4,1,Y
IDCJAC0010,40913,2024,7,11,24.4,1,Y
IDCJAC0010,40913,2024,1,1,24.3,1,N
IDCJAC0010,40913,2024,4,26,24.3,1,Y
IDCJAC0010,40913,2024,9,16,24.3,1,Y
IDCJAC0010,40913,2024,10,4,24.3,1,Y
IDCJAC0010,40913,2024,5,7,24.2,1,Y
IDCJAC0010,40913,2024,5,13,24.2,1,Y
IDCJAC0010,40913,2024,5,29,24.2,1,Y
IDCJAC0010,40913,2024,6,28,24.2,1,N
IDCJAC0010,40913,2024,5,23,24.1,1,Y
IDCJAC0010,40913,2024,6,21,24.1,1,N
IDCJAC0010,40913,2024,10,3,24.1,1,Y
IDCJAC0010,40913,2024,11,22,24.1,1,N
IDCJAC0010,40913,2024,5,24,24,1,Y
IDCJAC0010,40913,2024,5,26,24,1,Y
IDCJAC0010,40913,2024,7,10,24,1,Y
IDCJAC0010,40913,2024,8,19,24,1,Y
IDCJAC0010,40913,2024,9,5,24,1,Y
IDCJAC0010,40913,2024,7,25,23.9,1,Y
IDCJAC0010,40913,2024,8,10,23.9,1,Y
IDCJAC0010,40913,2024,9,28,23.9,1,Y
IDCJAC0010,40913,2024,5,8,23.8,1,Y
IDCJAC0010,40913,2024,5,22,23.8,1,Y
IDCJAC0010,40913,2024,7,12,23.7,1,Y
IDCJAC0010,40913,2024,7,24,23.7,1,Y
IDCJAC0010,40913,2024,5,2,23.6,1,Y
IDCJAC0010,40913,2024,5,28,23.6,1,Y
IDCJAC0010,40913,2024,8,11,23.6,1,Y
IDCJAC0010,40913,2024,10,10,23.6,1,Y
IDCJAC0010,40913,2024,9,14,23.5,1,Y
IDCJAC0010,40913,2024,9,27,23.5,1,Y
IDCJAC0010,40913,2024,6,10,23.4,1,N
IDCJAC0010,40913,2024,6,25,23.4,1,N
IDCJAC0010,40913,2024,7,27,23.4,1,Y
IDCJAC0010,40913,2024,9,13,23.4,1,Y
IDCJAC0010,40913,2024,11,21,23.4,1,Y
IDCJAC0010,40913,2024,5,3,23.3,1,Y
IDCJAC0010,40913,2024,7,23,23.3,1,Y
IDCJAC0010,40913,2024,8,3,23.3,1,Y
IDCJAC0010,40913,2024,6,9,23.2,1,N
IDCJAC0010,40913,2024,7,20,23.2,1,Y
IDCJAC0010,40913,2024,8,20,23.2,1,Y
IDCJAC0010,40913,2024,5,20,23.1,1,Y
IDCJAC0010,40913,2024,5,30,23.1,1,Y
IDCJAC0010,40913,2024,11,20,23.1,1,N
IDCJAC0010,40913,2024,3,26,23,1,Y
IDCJAC0010,40913,2024,5,21,23,1,Y
IDCJAC0010,40913,2024,6,11,23,1,N
IDCJAC0010,40913,2024,8,6,23,1,Y
IDCJAC0010,40913,2024,6,14,22.9,1,N
IDCJAC0010,40913,2024,9,4,22.9,1,Y
IDCJAC0010,40913,2024,5,4,22.8,1,Y
IDCJAC0010,40913,2024,5,19,22.8,1,Y
IDCJAC0010,40913,2024,6,24,22.8,1,N
IDCJAC0010,40913,2024,6,6,22.7,1,N
IDCJAC0010,40913,2024,6,29,22.7,1,N
IDCJAC0010,40913,2024,8,4,22.7,1,Y
IDCJAC0010,40913,2024,8,7,22.7,1,Y
IDCJAC0010,40913,2024,6,5,22.5,1,N
IDCJAC0010,40913,2024,6,15,22.5,1,N
IDCJAC0010,40913,2024,8,9,22.5,1,Y
IDCJAC0010,40913,2024,6,1,22.4,1,N
IDCJAC0010,40913,2024,7,9,22.4,1,Y
IDCJAC0010,40913,2024,7,28,22.4,1,Y
IDCJAC0010,40913,2024,8,2,22.4,1,Y
IDCJAC0010,40913,2024,10,13,22.4,1,Y
IDCJAC0010,40913,2024,5,17,22.3,1,Y
IDCJAC0010,40913,2024,3,25,22.1,1,Y
IDCJAC0010,40913,2024,6,20,22.1,1,N
IDCJAC0010,40913,2024,7,22,22.1,1,Y
IDCJAC0010,40913,2024,6,2,22,1,N
IDCJAC0010,40913,2024,4,21,21.9,1,Y
IDCJAC0010,40913,2024,7,6,21.9,1,Y
IDCJAC0010,40913,2024,7,7,21.9,1,Y
IDCJAC0010,40913,2024,8,1,21.9,1,Y
IDCJAC0010,40913,2024,8,5,21.9,1,Y
IDCJAC0010,40913,2024,6,8,21.7,1,N
IDCJAC0010,40913,2024,7,31,21.7,1,Y
IDCJAC0010,40913,2024,5,25,21.6,1,Y
IDCJAC0010,40913,2024,6,4,21.6,1,N
IDCJAC0010,40913,2024,7,5,21.6,1,Y
IDCJAC0010,40913,2024,6,23,21.5,1,N
IDCJAC0010,40913,2024,3,24,21.4,1,Y
IDCJAC0010,40913,2024,6,13,21.4,1,N
IDCJAC0010,40913,2024,6,18,21.4,1,N
IDCJAC0010,40913,2024,7,4,21.4,1,Y
IDCJAC0010,40913,2024,6,16,21.3,1,N
IDCJAC0010,40913,2024,6,19,21.3,1,N
IDCJAC0010,40913,2024,7,21,21.2,1,Y
IDCJAC0010,40913,2024,8,12,21.2,1,Y
IDCJAC0010,40913,2024,7,30,20.9,1,Y
IDCJAC0010,40913,2024,8,13,20.9,1,Y
