Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,94029,2024,4,7,13,1,Y
IDCJAC0011,94029,2024,1,20,13.1,1,N
IDCJAC0011,94029,2024,2,2,13.1,1,N
IDCJAC0011,94029,2024,11,30,13.1,1,N
IDCJAC0011,94029,2024,1,19,13.2,1,N
IDCJAC0011,94029,2024,1,21,13.2,1,N
IDCJAC0011,94029,2024,3,1,13.2,1,N
IDCJAC0011,94029,2024,12,28,13.2,1,Y
IDCJAC0011,94029,2024,2,24,13.3,1,N
IDCJAC0011,94029,2024,11,24,13.3,1,N
IDCJAC0011,94029,2024,11,26,13.3,1,N
IDCJAC0011,94029,2024,12,19,13.3,1,Y
IDCJAC0011,94029,2024,1,4,13.4,1,N
IDCJAC0011,94029,2024,4,13,13.4,1,Y
IDCJAC0011,94029,2024,11,13,13.4,1,N
IDCJAC0011,94029,2024,12,12,13.4,1,Y
IDCJAC0011,94029,2024,3,9,13.5,1,Y
IDCJAC0011,94029,2024,12,27,13.5,1,Y
IDCJAC0011,94029,2024,2,9,13.6,1,N
IDCJAC0011,94029,2024,2,17,13.6,1,N
IDCJAC0011,94029,2024,3,26,13.7,1,N
IDCJAC0011,94029,2024,5,31,13.7,1,Y
IDCJAC0011,94029,2024,12,13,13.7,1,Y
IDCJAC0011,94029,2024,3,18,13.8,1,N
IDCJAC0011,94029,2024,10,22,13.8,1,N
IDCJAC0011,94029,2024,12,6,13.8,1,Y
IDCJAC0011,94029,2024,1,24,13.9,1,N
IDCJAC0011,94029,2024,12,26,13.9,1,Y
IDCJAC0011,94029,2024,4,2,14,1,Y
IDCJAC0011,94029,2024,12,5,14,1,Y
IDCJAC0011,94029,2024,12,7,14,1,Y
IDCJAC0011,94029,2024,1,9,14.1,1,N
IDCJAC0011,94029,2024,1,28,14.1,1,N
IDCJAC0011,94029,2024,12,17,14.1,1,Y
IDCJAC0011,94029,2024,1,10,14.2,1,N
IDCJAC0011,94029,2024,1,13,14.2,1,N
IDCJAC0011,94029,2024,12,21,14.2,1,Y
IDCJAC0011,94029,2024,1,8,14.4,1,N
IDCJAC0011,94029,2024,1,26,14.4,1,N
IDCJAC0011,94029,2024,3,25,14.4,1,N
IDCJAC0011,94029,2024,11,23,14.4,1,N
IDCJAC0011,94029,2024,1,27,14.5,1,N
IDCJAC0011,94029,2024,2,8,14.5,1,Y
IDCJAC0011,94029,2024,2,13,14.6,1,Y
IDCJAC0011,94029,2024,1,11,14.7,1,N
IDCJAC0011,94029,2024,3,11,14.7,1,N
IDCJAC0011,94029,2024,4,15,14.8,1,Y
