Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,86338,2025,6,2,9.5,1,Y
IDCJAC0011,86338,2025,6,16,9.5,1,Y
IDCJAC0011,86338,2025,7,27,9.5,1,N
IDCJAC0011,86338,2025,10,18,9.5,1,N
IDCJAC0011,86338,2025,7,17,9.6,1,N
IDCJAC0011,86338,2025,7,26,9.6,1,N
IDCJAC0011,86338,2025,5,8,9.7,1,Y
IDCJAC0011,86338,2025,5,17,9.7,1,Y
IDCJAC0011,86338,2025,7,2,9.7,1,N
IDCJAC0011,86338,2025,9,1,9.7,1,Y
IDCJAC0011,86338,2025,9,7,9.7,1,Y
IDCJAC0011,86338,2025,10,7,9.7,1,N
IDCJAC0011,86338,2025,10,8,9.7,1,N
IDCJAC0011,86338,2025,8,6,9.8,1,N
IDCJAC0011,86338,2025,2,16,9.9,1,N
IDCJAC0011,86338,2025,8,5,9.9,1,N
IDCJAC0011,86338,2025,8,28,9.9,1,N
IDCJAC0011,86338,2025,6,7,10.2,1,Y
IDCJAC0011,86338,2025,9,17,10.2,1,Y
IDCJAC0011,86338,2025,10,12,10.2,1,N
IDCJAC0011,86338,2025,4,30,10.3,1,Y
IDCJAC0011,86338,2025,5,31,10.3,1,Y
IDCJAC0011,86338,2025,8,27,10.3,1,N
IDCJAC0011,86338,2025,5,30,10.4,1,Y
IDCJAC0011,86338,2025,9,21,10.5,1,Y
IDCJAC0011,86338,2025,10,1,10.5,1,N
IDCJAC0011,86338,2025,9,4,10.6,1,Y
IDCJAC0011,86338,2025,9,28,10.6,1,Y
IDCJAC0011,86338,2025,10,16,10.6,1,N
IDCJAC0011,86338,2025,3,22,10.7,1,N
IDCJAC0011,86338,2025,4,2,10.7,1,Y
IDCJAC0011,86338,2025,4,8,10.7,1,Y
IDCJAC0011,86338,2025,7,28,10.7,1,N
IDCJAC0011,86338,2025,2,21,10.8,1,N
IDCJAC0011,86338,2025,9,9,10.8,1,Y
IDCJAC0011,86338,2025,9,14,10.8,1,Y
IDCJAC0011,86338,2025,5,4,10.9,1,Y
IDCJAC0011,86338,2025,5,25,10.9,1,Y
IDCJAC0011,86338,2025,9,27,10.9,1,Y
IDCJAC0011,86338,2025,3,17,11.1,1,N
IDCJAC0011,86338,2025,4,28,11.2,1,Y
IDCJAC0011,86338,2025,5,28,11.2,1,Y
IDCJAC0011,86338,2025,1,3,11.3,1,Y
IDCJAC0011,86338,2025,9,13,11.3,1,Y
IDCJAC0011,86338,2025,2,17,11.4,1,N
IDCJAC0011,86338,2025,3,3,11.4,1,N
IDCJAC0011,86338,2025,3,23,11.4,1,N
IDCJAC0011,86338,2025,6,3,11.4,1,Y
IDCJAC0011,86338,2025,3,18,11.5,1,N
IDCJAC0011,86338,2025,6,24,11.5,1,Y
IDCJAC0011,86338,2025,10,6,11.5,1,N
IDCJAC0011,86338,2025,4,5,11.6,1,Y
IDCJAC0011,86338,2025,9,3,11.6,1,Y
IDCJAC0011,86338,2025,9,25,11.6,1,Y
IDCJAC0011,86338,2025,4,12,11.7,1,Y
