Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,23000,2024,12,9,27,1,Y
IDCJAC0010,23000,2024,2,13,26.9,1,N
IDCJAC0010,23000,2024,12,26,26.9,1,Y
IDCJAC0010,23000,2024,2,15,26.7,1,N
IDCJAC0010,23000,2024,3,28,26.7,1,Y
IDCJAC0010,23000,2024,3,3,26.6,1,Y
IDCJAC0010,23000,2024,1,21,26.5,1,Y
IDCJAC0010,23000,2024,2,1,26.5,1,N
IDCJAC0010,23000,2024,11,24,26.5,1,N
IDCJAC0010,23000,2024,12,7,26.5,1,Y
IDCJAC0010,23000,2024,12,12,26.5,1,Y
IDCJAC0010,23000,2024,4,22,26.4,1,N
IDCJAC0010,23000,2024,12,21,26.4,1,Y
IDCJAC0010,23000,2024,1,9,26.2,1,Y
IDCJAC0010,23000,2024,2,7,26.2,1,N
IDCJAC0010,23000,2024,10,27,26.2,1,Y
IDCJAC0010,23000,2024,3,14,26.1,1,Y
IDCJAC0010,23000,2024,3,27,26.1,1,Y
IDCJAC0010,23000,2024,9,28,26.1,1,Y
IDCJAC0010,23000,2024,1,7,26,1,Y
IDCJAC0010,23000,2024,1,30,26,1,Y
IDCJAC0010,23000,2024,1,31,26,1,Y
IDCJAC0010,23000,2024,2,24,25.7,1,N
IDCJAC0010,23000,2024,2,29,25.6,1,N
IDCJAC0010,23000,2024,12,29,25.5,1,Y
IDCJAC0010,23000,2024,4,23,25.4,1,N
IDCJAC0010,23000,2024,9,4,25.3,1,Y
IDCJAC0010,23000,2024,1,25,25.2,1,Y
IDCJAC0010,23000,2024,8,23,25.2,1,N
IDCJAC0010,23000,2024,2,5,25.1,1,N
IDCJAC0010,23000,2024,10,2,25.1,1,Y
IDCJAC0010,23000,2024,10,20,25,1,Y
IDCJAC0010,23000,2024,11,19,25,1,N
IDCJAC0010,23000,2024,5,28,24.9,1,Y
IDCJAC0010,23000,2024,10,29,24.9,1,Y
IDCJAC0010,23000,2024,11,29,24.9,1,N
IDCJAC0010,23000,2024,3,22,24.7,1,Y
IDCJAC0010,23000,2024,12,17,24.7,1,Y
IDCJAC0010,23000,2024,8,15,24.6,1,N
IDCJAC0010,23000,2024,9,24,24.5,1,Y
IDCJAC0010,23000,2024,2,6,24.4,1,N
IDCJAC0010,23000,2024,5,29,24.4,1,Y
IDCJAC0010,23000,2024,10,12,24.4,1,Y
IDCJAC0010,23000,2024,10,22,24.3,1,Y
IDCJAC0010,23000,2024,11,30,24.3,1,N
IDCJAC0010,23000,2024,12,11,24,1,Y
IDCJAC0010,23000,2024,8,12,23.9,1,N
IDCJAC0010,23000,2024,1,8,23.8,1,Y
IDCJAC0010,23000,2024,3,19,23.8,1,Y
IDCJAC0010,23000,2024,5,5,23.8,1,Y
IDCJAC0010,23000,2024,2,14,23.7,1,N
IDCJAC0010,23000,2024,10,28,23.7,1,Y
IDCJAC0010,23000,2024,11,1,23.7,1,N
IDCJAC0010,23000,2024,4,28,23.6,1,N
IDCJAC0010,23000,2024,5,8,23.6,1,Y
IDCJAC0010,23000,2024,5,9,23.6,1,Y
IDCJAC0010,23000,2024,12,3,23.6,1,Y
IDCJAC0010,23000,2024,3,21,23.5,1,Y
IDCJAC0010,23000,2024,5,27,23.5,1,Y
IDCJAC0010,23000,2024,8,27,23.5,1,N
IDCJAC0010,23000,2024,12,8,23.5,1,Y
IDCJAC0010,23000,2024,5,7,23.4,1,Y
IDCJAC0010,23000,2024,1,26,23.3,1,Y
IDCJAC0010,23000,2024,3,26,23.2,1,Y
IDCJAC0010,23000,2024,11,9,23.2,1,N
IDCJAC0010,23000,2024,11,27,23.2,1,N
IDCJAC0010,23000,2024,3,23,23.1,1,Y
IDCJAC0010,23000,2024,5,26,23.1,1,Y
IDCJAC0010,23000,2024,8,14,23.1,1,Y
IDCJAC0010,23000,2024,11,4,23.1,1,N
IDCJAC0010,23000,2024,8,24,23,1,N
IDCJAC0010,23000,2024,8,29,23,1,N
IDCJAC0010,23000,2024,11,6,22.9,1,N
IDCJAC0010,23000,2024,12,22,22.9,1,Y
IDCJAC0010,23000,2024,12,28,22.9,1,Y
IDCJAC0010,23000,2024,4,6,22.8,1,N
IDCJAC0010,23000,2024,8,13,22.8,1,N
IDCJAC0010,23000,2024,10,31,22.8,1,Y
IDCJAC0010,23000,2024,1,27,22.7,1,Y
IDCJAC0010,23000,2024,3,24,22.7,1,Y
IDCJAC0010,23000,2024,4,15,22.7,1,N
IDCJAC0010,23000,2024,5,10,22.7,1,Y
IDCJAC0010,23000,2024,5,15,22.7,1,Y
IDCJAC0010,23000,2024,12,23,22.7,1,Y
IDCJAC0010,23000,2024,4,1,22.6,1,N
IDCJAC0010,23000,2024,4,14,22.6,1,N
IDCJAC0010,23000,2024,11,28,22.5,1,N
IDCJAC0010,23000,2024,1,18,22.4,1,Y
IDCJAC0010,23000,2024,4,20,22.3,1,N
IDCJAC0010,23000,2024,9,10,22.3,1,Y
IDCJAC0010,23000,2024,11,13,22.3,1,N
IDCJAC0010,23000,2024,4,16,22.2,1,N
IDCJAC0010,23000,2024,5,16,22.2,1,Y
IDCJAC0010,23000,2024,5,17,22.2,1,Y
IDCJAC0010,23000,2024,9,27,22.2,1,Y
IDCJAC0010,23000,2024,11,3,22.1,1,N
IDCJAC0010,23000,2024,4,5,22,1,N
IDCJAC0010,23000,2024,5,6,22,1,Y
IDCJAC0010,23000,2024,5,14,22,1,Y
IDCJAC0010,23000,2024,10,11,22,1,Y
IDCJAC0010,23000,2024,9,18,21.9,1,Y
IDCJAC0010,23000,2024,10,19,21.9,1,Y
IDCJAC0010,23000,2024,7,24,21.8,1,Y
IDCJAC0010,23000,2024,12,27,21.8,1,Y
IDCJAC0010,23000,2024,5,3,21.7,1,Y
IDCJAC0010,23000,2024,5,25,21.7,1,Y
IDCJAC0010,23000,2024,8,11,21.7,1,N
IDCJAC0010,23000,2024,11,7,21.7,1,N
IDCJAC0010,23000,2024,2,23,21.6,1,N
IDCJAC0010,23000,2024,4,3,21.6,1,N
IDCJAC0010,23000,2024,4,4,21.6,1,N
IDCJAC0010,23000,2024,4,8,21.6,1,N
IDCJAC0010,23000,2024,3,25,21.5,1,Y
IDCJAC0010,23000,2024,10,7,21.4,1,Y
IDCJAC0010,23000,2024,4,7,21.3,1,N
IDCJAC0010,23000,2024,5,4,21.3,1,Y
IDCJAC0010,23000,2024,1,17,21.2,1,Y
IDCJAC0010,23000,2024,9,3,21.2,1,Y
IDCJAC0010,23000,2024,10,10,21.2,1,Y
IDCJAC0010,23000,2024,3,20,21,1,Y
IDCJAC0010,23000,2024,4,21,21,1,N
IDCJAC0010,23000,2024,5,2,21,1,Y
IDCJAC0010,23000,2024,10,6,21,1,Y
IDCJAC0010,23000,2024,11,8,21,1,N
IDCJAC0010,23000,2024,11,14,21,1,N
IDCJAC0010,23000,2024,9,23,20.9,1,Y
IDCJAC0010,23000,2024,10,23,20.9,1,Y
IDCJAC0010,23000,2024,4,27,20.8,1,N
IDCJAC0010,23000,2024,5,11,20.8,1,Y
IDCJAC0010,23000,2024,10,4,20.8,1,Y
IDCJAC0010,23000,2024,4,11,20.7,1,N
IDCJAC0010,23000,2024,4,17,20.7,1,N
IDCJAC0010,23000,2024,5,13,20.7,1,Y
IDCJAC0010,23000,2024,4,13,20.6,1,N
IDCJAC0010,23000,2024,6,10,20.6,1,N
IDCJAC0010,23000,2024,10,25,20.6,1,Y
IDCJAC0010,23000,2024,11,18,20.6,1,N
IDCJAC0010,23000,2024,4,2,20.4,1,N
IDCJAC0010,23000,2024,4,29,20.3,1,N
IDCJAC0010,23000,2024,8,22,20.2,1,N
IDCJAC0010,23000,2024,10,8,20.1,1,Y
IDCJAC0010,23000,2024,11,17,20.1,1,N
IDCJAC0010,23000,2024,9,30,20,1,Y
IDCJAC0010,23000,2024,10,1,19.9,1,Y
IDCJAC0010,23000,2024,4,10,19.8,1,N
IDCJAC0010,23000,2024,4,19,19.8,1,N
IDCJAC0010,23000,2024,8,19,19.8,1,N
IDCJAC0010,23000,2024,9,17,19.7,1,Y
IDCJAC0010,23000,2024,4,12,19.6,1,N
