Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,40913,2024,8,29,16.8,1,Y
IDCJAC0011,40913,2024,10,14,16.8,1,Y
IDCJAC0011,40913,2024,5,3,16.9,1,Y
IDCJAC0011,40913,2024,5,16,16.9,1,Y
IDCJAC0011,40913,2024,5,2,17,1,Y
IDCJAC0011,40913,2024,8,23,17,1,Y
IDCJAC0011,40913,2024,4,13,17.1,1,Y
IDCJAC0011,40913,2024,4,20,17.1,1,Y
IDCJAC0011,40913,2024,4,24,17.1,1,Y
IDCJAC0011,40913,2024,6,1,17.1,1,N
IDCJAC0011,40913,2024,9,11,17.1,1,Y
IDCJAC0011,40913,2024,11,20,17.1,1,N
IDCJAC0011,40913,2024,4,21,17.2,1,Y
IDCJAC0011,40913,2024,4,23,17.2,1,Y
IDCJAC0011,40913,2024,10,13,17.2,1,Y
IDCJAC0011,40913,2024,10,26,17.2,1,Y
IDCJAC0011,40913,2024,11,24,17.2,1,N
IDCJAC0011,40913,2024,5,5,17.3,1,Y
IDCJAC0011,40913,2024,8,13,17.3,1,Y
IDCJAC0011,40913,2024,8,14,17.4,1,Y
IDCJAC0011,40913,2024,4,14,17.5,1,Y
IDCJAC0011,40913,2024,4,15,17.6,1,Y
IDCJAC0011,40913,2024,8,15,17.6,1,Y
IDCJAC0011,40913,2024,9,2,17.6,1,Y
IDCJAC0011,40913,2024,10,22,17.7,1,Y
IDCJAC0011,40913,2024,5,12,17.8,1,Y
IDCJAC0011,40913,2024,10,7,17.8,1,Y
IDCJAC0011,40913,2024,11,2,17.9,1,N
IDCJAC0011,40913,2024,4,16,18,1,Y
IDCJAC0011,40913,2024,4,17,18,1,Y
IDCJAC0011,40913,2024,7,1,18,1,Y
IDCJAC0011,40913,2024,10,17,18,1,Y
IDCJAC0011,40913,2024,11,25,18,1,N
IDCJAC0011,40913,2024,8,27,18.1,1,Y
IDCJAC0011,40913,2024,10,23,18.1,1,Y
IDCJAC0011,40913,2024,4,19,18.3,1,Y
IDCJAC0011,40913,2024,8,16,18.3,1,Y
IDCJAC0011,40913,2024,11,17,18.3,1,N
IDCJAC0011,40913,2024,11,1,18.4,1,N
IDCJAC0011,40913,2024,12,26,18.4,1,Y
IDCJAC0011,40913,2024,3,29,18.5,1,Y
IDCJAC0011,40913,2024,11,3,18.5,1,N
IDCJAC0011,40913,2024,11,21,18.5,1,N
IDCJAC0011,40913,2024,11,23,18.5,1,N
IDCJAC0011,40913,2024,12,20,18.5,1,Y
IDCJAC0011,40913,2024,4,26,18.6,1,Y
IDCJAC0011,40913,2024,3,25,18.7,1,Y
IDCJAC0011,40913,2024,9,10,18.7,1,Y
IDCJAC0011,40913,2024,3,23,18.8,1,Y
IDCJAC0011,40913,2024,10,19,18.8,1,Y
IDCJAC0011,40913,2024,10,28,18.8,1,Y
IDCJAC0011,40913,2024,11,22,18.8,1,Y
IDCJAC0011,40913,2024,10,27,18.9,1,Y
IDCJAC0011,40913,2024,11,14,19,1,N
IDCJAC0011,40913,2024,11,26,19,1,N
IDCJAC0011,40913,2024,10,31,19.1,1,Y
IDCJAC0011,40913,2024,4,18,19.2,1,Y
IDCJAC0011,40913,2024,8,28,19.3,1,Y
IDCJAC0011,40913,2024,11,4,19.3,1,N
IDCJAC0011,40913,2024,3,31,19.4,1,Y
IDCJAC0011,40913,2024,12,27,19.4,1,Y
IDCJAC0011,40913,2024,4,6,19.5,1,Y
IDCJAC0011,40913,2024,10,9,19.5,1,Y
IDCJAC0011,40913,2024,11,18,19.5,1,N
IDCJAC0011,40913,2024,3,17,19.6,1,Y
IDCJAC0011,40913,2024,10,20,19.6,1,Y
IDCJAC0011,40913,2024,12,19,19.7,1,Y
IDCJAC0011,40913,2024,12,25,19.7,1,Y
IDCJAC0011,40913,2024,3,15,19.8,1,Y
IDCJAC0011,40913,2024,3,22,19.8,1,Y
IDCJAC0011,40913,2024,10,21,19.8,1,Y
IDCJAC0011,40913,2024,3,24,19.9,1,Y
IDCJAC0011,40913,2024,3,26,19.9,1,Y
IDCJAC0011,40913,2024,4,5,19.9,1,Y
IDCJAC0011,40913,2024,12,12,19.9,1,Y
IDCJAC0011,40913,2024,12,22,19.9,1,Y
IDCJAC0011,40913,2024,2,20,20,1,Y
IDCJAC0011,40913,2024,2,17,20.1,1,Y
IDCJAC0011,40913,2024,3,7,20.1,1,Y
IDCJAC0011,40913,2024,3,28,20.1,1,Y
IDCJAC0011,40913,2024,3,30,20.1,1,Y
IDCJAC0011,40913,2024,4,2,20.1,1,Y
IDCJAC0011,40913,2024,10,8,20.1,1,Y
IDCJAC0011,40913,2024,10,18,20.1,1,Y
IDCJAC0011,40913,2024,3,6,20.2,1,Y
IDCJAC0011,40913,2024,10,30,20.2,1,Y
IDCJAC0011,40913,2024,4,1,20.3,1,Y
IDCJAC0011,40913,2024,4,3,20.3,1,Y
IDCJAC0011,40913,2024,1,2,20.4,1,N
IDCJAC0011,40913,2024,3,12,20.4,1,Y
IDCJAC0011,40913,2024,12,11,20.4,1,Y
IDCJAC0011,40913,2024,1,3,20.6,1,N
IDCJAC0011,40913,2024,3,8,20.6,1,Y
IDCJAC0011,40913,2024,3,10,20.6,1,Y
IDCJAC0011,40913,2024,3,13,20.7,1,Y
IDCJAC0011,40913,2024,11,5,20.7,1,N
IDCJAC0011,40913,2024,11,13,20.7,1,N
IDCJAC0011,40913,2024,11,15,20.7,1,N
IDCJAC0011,40913,2024,1,25,20.8,1,N
IDCJAC0011,40913,2024,3,16,20.8,1,Y
IDCJAC0011,40913,2024,3,18,20.8,1,Y
IDCJAC0011,40913,2024,3,27,20.8,1,Y
IDCJAC0011,40913,2024,11,19,20.8,1,N
IDCJAC0011,40913,2024,12,24,20.8,1,Y
IDCJAC0011,40913,2024,10,25,20.9,1,Y
IDCJAC0011,40913,2024,11,6,20.9,1,N
IDCJAC0011,40913,2024,12,6,21,1,Y
IDCJAC0011,40913,2024,12,31,21,1,Y
IDCJAC0011,40913,2024,1,7,21.1,1,N
IDCJAC0011,40913,2024,3,14,21.1,1,Y
IDCJAC0011,40913,2024,1,12,21.2,1,N
IDCJAC0011,40913,2024,3,20,21.2,1,Y
IDCJAC0011,40913,2024,2,9,21.3,1,Y
IDCJAC0011,40913,2024,2,12,21.3,1,Y
IDCJAC0011,40913,2024,2,13,21.3,1,Y
IDCJAC0011,40913,2024,2,18,21.3,1,Y
IDCJAC0011,40913,2024,3,19,21.3,1,Y
IDCJAC0011,40913,2024,4,9,21.3,1,Y
