Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,23000,2024,7,13,9.2,1,Y
IDCJAC0011,23000,2024,11,14,9.2,1,N
IDCJAC0011,23000,2024,11,15,9.2,1,N
IDCJAC0011,23000,2024,4,27,9.3,1,N
IDCJAC0011,23000,2024,5,2,9.3,1,Y
IDCJAC0011,23000,2024,9,7,9.3,1,Y
IDCJAC0011,23000,2024,11,19,9.3,1,N
IDCJAC0011,23000,2024,3,25,9.4,1,Y
IDCJAC0011,23000,2024,6,27,9.4,1,N
IDCJAC0011,23000,2024,7,9,9.4,1,Y
IDCJAC0011,23000,2024,7,27,9.4,1,Y
IDCJAC0011,23000,2024,8,1,9.4,1,N
IDCJAC0011,23000,2024,1,19,9.5,1,Y
IDCJAC0011,23000,2024,4,17,9.5,1,N
IDCJAC0011,23000,2024,7,22,9.5,1,Y
IDCJAC0011,23000,2024,10,1,9.5,1,Y
IDCJAC0011,23000,2024,11,9,9.5,1,N
IDCJAC0011,23000,2024,3,26,9.6,1,Y
IDCJAC0011,23000,2024,7,19,9.6,1,Y
IDCJAC0011,23000,2024,3,22,9.7,1,Y
IDCJAC0011,23000,2024,4,26,9.7,1,N
IDCJAC0011,23000,2024,7,23,9.8,1,Y
IDCJAC0011,23000,2024,4,6,9.9,1,N
IDCJAC0011,23000,2024,6,9,9.9,1,N
IDCJAC0011,23000,2024,9,23,9.9,1,Y
IDCJAC0011,23000,2024,9,30,9.9,1,Y
IDCJAC0011,23000,2024,8,22,10,1,N
IDCJAC0011,23000,2024,9,8,10,1,Y
IDCJAC0011,23000,2024,12,4,10,1,Y
IDCJAC0011,23000,2024,10,24,10.1,1,Y
IDCJAC0011,23000,2024,10,30,10.1,1,Y
IDCJAC0011,23000,2024,5,16,10.2,1,Y
IDCJAC0011,23000,2024,6,15,10.2,1,N
IDCJAC0011,23000,2024,6,29,10.2,1,N
IDCJAC0011,23000,2024,5,7,10.3,1,Y
IDCJAC0011,23000,2024,7,26,10.4,1,Y
IDCJAC0011,23000,2024,10,28,10.4,1,Y
IDCJAC0011,23000,2024,11,20,10.4,1,N
IDCJAC0011,23000,2024,2,15,10.5,1,N
IDCJAC0011,23000,2024,4,7,10.5,1,N
IDCJAC0011,23000,2024,6,28,10.6,1,N
IDCJAC0011,23000,2024,7,21,10.6,1,Y
IDCJAC0011,23000,2024,5,11,10.8,1,Y
IDCJAC0011,23000,2024,12,23,10.8,1,Y
IDCJAC0011,23000,2024,8,19,10.9,1,N
IDCJAC0011,23000,2024,9,21,10.9,1,Y
IDCJAC0011,23000,2024,11,10,10.9,1,N
IDCJAC0011,23000,2024,2,6,11,1,N
IDCJAC0011,23000,2024,5,20,11,1,Y
IDCJAC0011,23000,2024,3,27,11.1,1,Y
IDCJAC0011,23000,2024,9,20,11.1,1,Y
IDCJAC0011,23000,2024,5,5,11.2,1,Y
IDCJAC0011,23000,2024,6,10,11.2,1,N
IDCJAC0011,23000,2024,8,27,11.2,1,N
IDCJAC0011,23000,2024,11,5,11.2,1,N
IDCJAC0011,23000,2024,4,30,11.3,1,N
IDCJAC0011,23000,2024,7,6,11.3,1,Y
IDCJAC0011,23000,2024,8,2,11.3,1,N
IDCJAC0011,23000,2024,8,23,11.3,1,N
IDCJAC0011,23000,2024,9,24,11.3,1,Y
IDCJAC0011,23000,2024,10,2,11.3,1,Y
IDCJAC0011,23000,2024,3,20,11.4,1,Y
IDCJAC0011,23000,2024,3,24,11.4,1,Y
IDCJAC0011,23000,2024,4,10,11.4,1,N
IDCJAC0011,23000,2024,5,31,11.4,1,Y
IDCJAC0011,23000,2024,6,19,11.4,1,N
IDCJAC0011,23000,2024,7,11,11.4,1,Y
IDCJAC0011,23000,2024,10,31,11.4,1,Y
IDCJAC0011,23000,2024,7,8,11.5,1,Y
IDCJAC0011,23000,2024,9,2,11.6,1,Y
IDCJAC0011,23000,2024,11,7,11.6,1,N
IDCJAC0011,23000,2024,11,29,11.6,1,N
IDCJAC0011,23000,2024,8,8,11.7,1,N
IDCJAC0011,23000,2024,8,17,11.7,1,N
IDCJAC0011,23000,2024,8,26,11.7,1,N
IDCJAC0011,23000,2024,9,1,11.7,1,Y
IDCJAC0011,23000,2024,12,11,11.7,1,Y
IDCJAC0011,23000,2024,4,28,11.8,1,N
IDCJAC0011,23000,2024,8,24,11.8,1,N
IDCJAC0011,23000,2024,8,16,11.9,1,N
IDCJAC0011,23000,2024,8,30,11.9,1,N
IDCJAC0011,23000,2024,10,9,11.9,1,Y
IDCJAC0011,23000,2024,1,18,12,1,Y
IDCJAC0011,23000,2024,4,18,12,1,N
IDCJAC0011,23000,2024,9,22,12,1,Y
IDCJAC0011,23000,2024,10,7,12,1,Y
IDCJAC0011,23000,2024,12,12,12,1,Y
IDCJAC0011,23000,2024,12,24,12,1,Y
IDCJAC0011,23000,2024,4,19,12.1,1,N
IDCJAC0011,23000,2024,7,24,12.1,1,Y
IDCJAC0011,23000,2024,9,29,12.1,1,Y
IDCJAC0011,23000,2024,9,9,12.3,1,Y
IDCJAC0011,23000,2024,9,25,12.3,1,Y
IDCJAC0011,23000,2024,10,27,12.3,1,Y
IDCJAC0011,23000,2024,1,31,12.4,1,Y
IDCJAC0011,23000,2024,2,16,12.4,1,N
IDCJAC0011,23000,2024,5,9,12.4,1,Y
IDCJAC0011,23000,2024,8,31,12.4,1,N
IDCJAC0011,23000,2024,9,4,12.4,1,Y
IDCJAC0011,23000,2024,12,8,12.4,1,Y
IDCJAC0011,23000,2024,4,4,12.5,1,N
IDCJAC0011,23000,2024,10,6,12.5,1,Y
IDCJAC0011,23000,2024,2,1,12.6,1,N
IDCJAC0011,23000,2024,2,14,12.7,1,N
IDCJAC0011,23000,2024,2,24,12.7,1,N
IDCJAC0011,23000,2024,4,29,12.7,1,N
IDCJAC0011,23000,2024,5,8,12.7,1,Y
IDCJAC0011,23000,2024,6,14,12.7,1,N
IDCJAC0011,23000,2024,7,7,12.7,1,Y
IDCJAC0011,23000,2024,8,21,12.7,1,N
IDCJAC0011,23000,2024,2,9,12.8,1,N
IDCJAC0011,23000,2024,5,29,12.8,1,Y
IDCJAC0011,23000,2024,6,12,12.9,1,N
IDCJAC0011,23000,2024,1,27,13,1,Y
IDCJAC0011,23000,2024,10,23,13,1,Y
IDCJAC0011,23000,2024,2,7,13.1,1,N
IDCJAC0011,23000,2024,3,3,13.1,1,Y
IDCJAC0011,23000,2024,4,3,13.1,1,N
IDCJAC0011,23000,2024,4,11,13.1,1,N
IDCJAC0011,23000,2024,11,17,13.1,1,N
IDCJAC0011,23000,2024,2,17,13.2,1,N
IDCJAC0011,23000,2024,4,8,13.2,1,N
IDCJAC0011,23000,2024,10,4,13.2,1,Y
IDCJAC0011,23000,2024,10,21,13.2,1,Y
IDCJAC0011,23000,2024,3,21,13.3,1,Y
IDCJAC0011,23000,2024,8,14,13.3,1,N
IDCJAC0011,23000,2024,12,10,13.3,1,Y
IDCJAC0011,23000,2024,12,22,13.3,1,Y
IDCJAC0011,23000,2024,1,1,13.4,1,Y
IDCJAC0011,23000,2024,11,4,13.4,1,N
IDCJAC0011,23000,2024,2,25,13.5,1,N
IDCJAC0011,23000,2024,4,5,13.5,1,N
IDCJAC0011,23000,2024,11,8,13.5,1,N
IDCJAC0011,23000,2024,8,12,13.6,1,N
IDCJAC0011,23000,2024,10,10,13.6,1,Y
IDCJAC0011,23000,2024,1,30,13.7,1,Y
IDCJAC0011,23000,2024,8,28,13.7,1,N
IDCJAC0011,23000,2024,12,18,13.8,1,Y
